대분류,중분류,소분류,질문명,대표질문,유사표현,답변,답변 출처 (URL),비고
교통/환경,쓰레기분리수거,공사장 생활폐기물,공사장 생활폐기물,공사장 생활폐기물 분리 배출 방법 알려주세요,"공사장 생활폐기물 배출안내 해주세요공사장 쓰레기 버리는 시간 알려줘
공사 폐기물 버리는 시간 알려줘
공사장 쓰레기 문의처 알려줘
공사장 쓰레기 배출 시간 알려줘
공사장 쓰레기 수거 알려줘
공사장 쓰레기 배출 방법 알려줘
공사 폐기물 버리는 방법 알려줘
공사 폐기물 수거 알려줘
공사장 쓰레기 버리는 방법 알려줘
공사 폐기물 배출 방법 알려줘
공사장 쓰레기 알려줘
공사 폐기물 알려줘
공사 폐기물 문의처 알려줘
공사 폐기물 배출 시간 알려줘","[공사장 생활폐기물 분리 배출 안내]
-배출방법: 인테리어 및 소규모 공사장 생활폐기물을 종류 및 성상별(가연성,불연성,건설,재활용)로 분리하여 배출
-수집 및 운반: 배출자 또는 소규모 공사업체에서 분리하여 배출한 공사장 생활폐기물을 직접 생활폐기물 종합처리장 내 임시보관장으로 운반
(생활폐기물 종합처리장 계근대에서 폐기물 무게 측정 후 과금처리)
-보관: 가연성, 불연성, 건설, 재활용 총 4개로 분류하여 임시보관
-처리: 공사장 생활폐기물을 관내 건설폐기물 중간처리업체에 위탁처리
-폐기물의 성상에 따라 반입 거부될 수 있음

[공사장 생활폐기물 수수료]
구분: 공사장 생활폐기물
기준: 톤 당
처리수수료(원): 39,500

[공사장 생활폐기물 관련 문의처]
시청 환경보호과 청소환경팀(041-930-3680)",,o
교통/환경,수도행정,공사장 생활폐기물,상하수도시설현황, 상하수도시설현황 알고싶어요,상하수도 시설 보급현황 알려주세요,"[상하수도 보급현황]
상하수도 보급현황 안내 표로 구분, 총인구, 급수인구, 보급율, 간이상수도인구, 소규모급수시설인구, 전용상수도인구, 기타인구, 급수 가능량, 급수량, 1일 1인당 급수량을 안내합니다.
구분 총인구 급수
인구 보급율(%) 간이상수도
인구 소규모급수
시설
인구 전용
상수도
인구 기타
인구 급수
가능량 급수량 1일
1인당
급수량
공업용 기타
보령시 109,401 67,004 61.2 10,420 2,779 1,811 27,387 33,477  27,677 413
시가지 57,919 57,457 99.2 123 133  206 30,777  24,775 431
웅천읍 8,539 4,270 50.0 1,032 310  2,927   1,164 273
주포면 2,026   323 60 1,360 283
주교면 6,032   1,438 170 451 3,973
오천면 6,092 820 13.5 2,248 272  2,752 260  228 278
천북면 4,706   1,149 181  3,376
청소면 3,693 810 21.9 534 469  1,880 340  220 272
청라면 5,114 2,123 41.5 681 95  2,215 1,200  818 385
남포면 6,179 294 4.8 946 213  4,726   85 289
주산면 3,506   972 383  2,151
미산면 2,246   106 417  1,723
성주면 3,349 1,230 36.7 868 76  1,175 900  387 315
[상하수도 시설현황]
상수도 시설현황
상수도 시설현황 안내 표로 정수장명, 시설면적, 시설용량, 수원, 정수형식, 급수구역, 비고를 안내합니다.
정수장명 시설면적 시설용량
(㎥ / 일) 수원 정수형식 급수구역 비고
계 (3개소)  32,877
창동정수장 6,757평 30,777 보령댐 개화천표류수 급속여과 동지역
남포 광역 17,777㎥ / 일
자체생산 13,000㎥ / 일
청라정수장 1,159평 1,200 복류수, 지하수 완속여과 청라면
성주정수장 493평 900 복류수, 지하수 직접여과 성주면
[배수장 시설현황]
배수장 시설현황 안내 표로 구분, 대천배수펌프장, 동대배수펌프장를 안내합니다.
구분 대천 배수펌프장 동대 배수펌프장
위치 대천동 288-205 동대동 744-1
유역면적 60㏊ 6㏊
시설용량 300㎥ / min 43.8㎥ / min
유수지 2,200㎥ 500㎥
배수시설 전동기 3대, 원동기1대
사류펌프 4대, 발전기 1대 수중축류펌프 2대, 발전기 1대
상수도 용도별 소비성향 (2004년 12월 현재)
상수도 용도별 소비성향 안내 표로 구분, 소비량(㎥/일), 용도별 비율(%)를 안내합니다.
구분 소비량 (㎥ / 일) 용도별 비율 (%)
계 가정용 일반용 계 가정용 일반용
동지역 14,642 9,131 5,511 100 62.4 37.6
웅천읍 1,159 650 509 100 56.1 43.9
청소, 웅천읍 431 228 203 100 52.9 47.1
청라면 338 264 74 100 78.1 21.9
성주면 172 122 50 100 70.9 29.1
상수원 보호구역 지정현황
상수원 보호구역 지정현황 안내 표로 명칭, 취수원, 구역면적, 취수능력, 지정일자를 안내합니다.
명칭 취수원 구역면적 (㎢) 취수능력 (㎥ / 일) 지정일자
청라 청라면 라원리 (대천천) 1.044 1,200 1990.6.26
웅천 웅천읍 수부리 (웅천천) 1.060 1,980 1990.6.26
보령하수종말처리장 시설현황
보령하수종말처리장 시설현황 안내 표로 위치, 시설용량, 차집관로, 처리구역, 운영를 안내합니다.
위치 시설용량 차집관로 처리구역 운영
대천동 845번지일원 30,000 (㎥ / 일) 6.627㎞ 대천, 궁촌, 주교구역 민간위탁
문의처 : 담당 안근구 041-930-3671
문의처 : 하수시설담당 박천배 041-930-6711",,
교통/환경,수도행정,공사장 생활폐기물,수도행정 정보안내,수도행정 정보안내 해주세요,"수도물생산과정은 어떻게 되나요
하수처리과정 알고싶어요","[수도행정 정보안내]
수도물 생산과정
**표**
수도물 생산과정 안내 표로 취수장, 착수장, 약품투입실, 혼화지, 응집지, 침전지, 여과지, 염소투입실, 정수지, 배수지를 안내합니다.
취수장 수돗물을 생산하기 위한 첫 단계로 원수를 취수하는 곳입니다. 우리 시의 수돗물은 보령댐, 대천천, 개화천,
탕골계곡으로부터 취수장을 통하여 각 정수장으로 보내집니다.
착수정 취수장에서 들어온 물의 양 및 수위를 조절하는 곳입니다.
약품투입실 정수장으로 들어온 물에 이물질 및 유해물질을 제거하기 위하여 각종 정수약품을 투입하는 곳입니다.
물속에 넣은 약품과 물이 잘 섞이도록 하는 곳입니다.
응집지 물속의 응집된 부유물 등이 잘 가라앉을 수 있도록 약품과 이물질이 서로 엉기게 하여 크고 무겁게 만드는
곳입니다.
침전지 물속의 응집물을 가라앉혀 가라앉은 찌꺼기는 버리고 맑은 물만 여과지로 보내는 곳입니다.
여과지 침전지에서 없애지 못한 아주 작은 응집물 등을 두꺼운 모래층을 통과시켜 모두 없애는 곳입니다.
염소투입실 여과지를 통과한 물에 염소를 넣어서 물속의 각종 세균을 없애는 곳입니다.
정수지 여과지와 염소 투입실을 통과한 깨끗한 물을 임시 저장하는 곳입니다.
배수지 정수장에서 보내온 물을 저장하여 각 가정으로 보내는 곳입니다.


[하수처리]
하수란 생활에서 발생되는 배수의 총칭으로, 오수와 우수로 구성된다.
오수는 가정에서 발생되는 생활하수, 공장이나 사업장에서의 배수, 지하수 등이 집합된 것이며 우수란 빗물이 도로 등의 배수로를
통하여 모여진 물이다.
하수의 특징은 질적으로 매우 복잡하고, 지역에 따라 다르며 오수와 우수를 함께 집수하는 합류식인가, 별도로 하는 분류식인가에
따라 그 특성이 변한다.
또한, 처리구역의 지역적 특성, 규모, 인간의 생활양식, 공장의 조업방식과 시간대별, 요일별, 계절에 따라 양적, 질적으로 변화하게 된다.
하수처리는 오물이나 더럽혀진 물을 깨끗이 하여 환경을 안전하게 회복시키기 위하여 한다.
합성세제는 하수처리장에서 완전하게 처리되지 못하고 한강으로 보내진다.
폐유, 휘발유 신나 등은 하수처리의 주체가 되는 미생물을 사멸시켜 하수처리를 어렵게 한다.
[하수처리과정]
가정 : 각 가정에서 버린 물은 하수구를 통하여 하수처리장으로 오게 된다.
침사지 : 하수와 함께 온 흙, 모래, 각종 찌꺼기 등은 침사지에서 걸러진다.
유입펌프 : 하수를 침전시키기 위하여 대형 펌프로 하수를 퍼올린다.
최초침전지 : 하수를 일정 시간 가라앉혀 위에 뜨는 물질과 가라앉는 물질을 분리하여 처리한다.
포기조 : 포기조에서는 공기를 하수에 불어넣어 미생물이 성장하여 유기물을 덩어리로 만들어 가라앉힌다.
최종침전지 : 약 3시간 정도 최종침전지에 물이 머물면서 유기물 덩어리는 가라앉고 위에 맑은 물은 방류지로 보내게 된다.
하수처리장에서 깨끗하게 정화된 물은 다시 한강으로 보내져 맑은 한강을 이룬다.
오니 (SLUDGE) 처리과정
침전지에 가라앉은 오니 : 수처리 과정에서 발생된 가라앉은 오니들은 농축조로 보내지게 된다
하수처리 과정에서 발생한 오니는 중력 침전되어 부피를 감소시키고 농도를 높여준다.
소화조 : 밀폐된 탱크 속에서 오니를 가온하여 교반하면 오니의 유기물이 분해되어 부산물과 메탄가스가 나온다.
탈수기 : 소화 처리된 오니는 탈수 작업으로 부피와 무게를 감소시켜 케이크 상태로 만들어 운반과 처분을 쉽게 한다.",,
관광/문화/체육,보령문화의전당,이용안내,시설안내,보령문화의전당 시설안내 해주세요,보령문화의전당 층별안내 해주세요,"[시설규모]
지하1층, 지상2층
/ 연면적 8,892㎡
[문화시설]
대강당, 소강당,
교양강좌실, 야외공연장,
기획전시실
[관람시설]
 장암서예관, 보령박물관, 보령문학관, 갯벌생태과학관, 관광홍보관, 상징탑
[주차장]
지상1층 / 연면적 3,753㎡
주차대수 : 28대  (대형5대, 소형23대)

[층별안내]
B1
<https://www.brcn.go.kr/culture/images/kor/content/sisul_img1.jpg>

1F
<https://www.brcn.go.kr/culture/images/kor/content/sisul_img2.jpg>

2F
<https://www.brcn.go.kr/culture/images/kor/content/sisul_img3.jpg>",,
관광/문화/체육,보령문화의전당,이용안내,관람안내,보령문화의전당 관람안내 해주세요,"보령문화의전당 관람시간 알려줘
보령문화의전당 휴관일 알려줘
보령문화의전당 유의사항 알려줘","[보령문화의전당 관람안내]
관람시간
평일 : 09:00~18:00
주말/공휴일 : 09:00~18:00
입장시간 : 관람종료 1시간 전까지

[휴관일]
연중 휴관일 : 1월 1일, 설날, 추석, 매주 월요일
단, 월요일이 「관공서 휴일에 관한 규정」 제2조에 따른 공휴일일 때에는 공휴일 다음의 첫번째 평일에 휴관

[관람료]
관람료는 무료입니다.

[문화의전당 관람 유의사항]

어린이를 동반한 보호자께서는 어린이의 안전, 보호와 관람질서에 대한 지도를 부탁드립니다.

장애인 안내견 이외의 애완동물의 출입을 금합니다.

전시실, 공연장 입장 전, 휴대전화는 전원을 꺼주시거나, 진동으로 전환하여 주십시오.

전시물에 손을 대거나, 손상을 입힐 수 있는 행동은 삼가 주십시오.

조명을 이용한 촬영 또는 삼각대를 사용한 촬영은 금지되어 있습니다.

문화의전당 내 모든 공간은 금연구역입니다.

주요 전시공간 및 대강당, 소강당, 교양강좌실 등의 공간에는 음식물 반입이 금지되어 있습니다.

야외공연장에서는 자전거, 킥보드, 인라인스케이트, 브레이드 등을 이용할 수 없습니다.
안내문의
주소 : 우)33449 충청남도 보령시 대흥로 63 (대천동 340-2) 보령문화의전당
문의전화 : 041-930-0932 / 팩스 : 041-930-3449
※ 전화문의는 09:00~18:00까지 가능합니다.",,
관광/문화/체육,보령문화의전당,이용안내,단체관람신청,보령문화의전당 단체관람신청 하고싶어요,"보령문화의전당 단체관람신청 예약절차 알려줘

 ","[보령문화의전당 단체관람 안내]
보령문화의전당에서는 쾌적한 관람환경과 질서유지를 위해 단체 관람자들을 위한 사전 예약제를 실시합니다.

[단체관람 예약절차]
STEP1
온라인 관람예약
STEP2
예약확인 후
박물관 방문
STEP3
안내데스크의
직원안내
STEP4
자유관람
대상 : 15명 이상의 유치원, 초, 중, 고등학생 및 일반 단체
일시 : 관람일 15일전까지 인터넷 예약을 하셔야 쾌적한 관람을 하실 수 있습니다.
학교 단체 관람 시, 질서유지 및 안전사고 예방을 위해 선생님의 인솔이 필요합니다.
접수 후, ‘변경 및 취소’ 사유가 발생하면 변경된 일정을 방문일 일주일 전까지 전화로 통보해주시기 바라며, 만약 통보 없이 방문하지 않으실 경우 불이익을 받을 수 있습니다.
- 단체관람을 예약하지 않아도 입장은 가능하지만, 동시에 많은 관람객이 방문할 경우, 예약한 단체가 우선 입장합니다.
- 단, 단체관람 예약서비스에 전시해설 예약이 포함되지 않습니다.
- 온라인 단체관람 예약은 1일 기준 3회이며, 회차당 300명으로 제한합니다.
- 중복 예약으로 회차당 관람 예상인원이 초과할 경우, 전당 사정에 의해 변경될 수 있습니다.",,
관광/문화/체육,보령문화의전당,대관신청,대관신청_대강당,대강당 대관신청 하고싶어요,"대강당 장비현황 알려주세요
대강당 대관 가능한가요
대강당 대관신청 링크 알려주세요","[대강당 소개]
대강당
보령문화의전당 대강당은 소규모 및 각종행사가 가능한 강당으로 맞춤형 행사에 적합합니다.

전체면적 : 302 ㎡
무대면적 : 59 ㎡
객석수 : 229 석
분장실 : 2실(남,여)

[장비현황]
**표**
장비명 수량(개) 비고
무선마이크 8
유선마이크 6
핀마이크 6
빔프로젝터 1
피아노 2
야마하 C-7X, 영창175
무용매트 1
부속시설
분장실(남,여)


[대강당 대관신청 안내]
URL
<https://www.brcn.go.kr/culture/kor/coronschedule/1/calendar.do>",,
관광/문화/체육,보령문화의전당,대관신청,대관신청_소강당,소강당 대관신청 하고싶어요,"소강당 대관신청 링크 알려주세요
소강당 대관 가능한가요
소강당 장비현황 알려주세요 ","[소강당 소개]
보령문화의전당 소강당은 발표회, 워크숍, 세미나 등을 진행할 수 있는 공간입니다.

전체면적 : 107 ㎡
입실가능인원 : 60 석

[장비현황]
**표**
장비명 수량(개) 비고
무선마이크 2
빔프로젝터 1

[소강당 대관신청 안내]
URL
<https://www.brcn.go.kr/culture/kor/coronschedule/2/calendar.do>",,
관광/문화/체육,보령문화의전당,대관신청,대관신청_교양강좌실,교양강좌실 대관신청 하고싶어요,"교양강좌실 대관 가능한가요
교양강좌실 입실가능인원 몇 명이에요
교양강좌실 사용가능시설 알려주세요","[교양강좌실 소개]
교양강좌실 3
보령문화의전당 교양강좌실은 각종 강좌, 세미나, 회의 등을 진행할 수 있는 공간입니다.

전체면적 : 59 ㎡
입실가능인원 : 30 석
사용가능시설 : 빔프로젝터, 마이크, 화이트보드

교양강좌실 4
보령문화의 전당 교양강좌실은 각종 강좌, 세미나, 회의 등을 진행할 수 있는 공간입니다.

전체면적 : 49 ㎡
객석수 : 20 석
[장비현황]
사용가능시설 : 빔프로젝터, 마이크, 화이트보드",,
관광/문화/체육,보령문화의전당,대관신청,대관신청_기획전시실,기획전시실 대관신청 하고싶어요,기획전시실 대관신청 안내해주세요,"[기획전시실 소개]
기획전시실
보령문화의전당 기획전시실은 단체 및 개인의 작품 등을 전시할수 있는 공간입니다.

전체면적 : 281 ㎡",,
관광/문화/체육,보령문화의전당,대관신청,대관신청_야외공연장,야외공연장 대관신청 하고싶어요,"야외공원장 대관신청 하고싶은데요

","[야외공연장 소개]
야외공연장
보령문화의전당 야외공연장은 주·야간공연 등 각종 행사를 진행할 수 있는 공간입니다.

전체면적 : 1064 ㎡
무대면적 : 65 ㎡
객석수 : 651 석
분장실 : 2실(남,여)
[부속시설]
분장실
탈의실",,
관광/문화/체육,보령문화의전당,전시안내,보령박물관,보령박물관에 대해 알려줘,보령박물관 전시에 대해 설명해줘,"[보령박물관 소개]
보령박물관
보령지역 최초의 지방사 박물관인 보령박물관은 선사시대부터 근·현대시대에 이르기까지 보령의 향토사를 고스란히 담고 있는 박물관이다. 각각의 시대마다 주거문화, 고분문화, 종교문화, 도자문화, 선비문화 등 주제가 있는 전시를 기획하여 관람객들로 하여금 보령지역이 품고 있는 역사를 한눈에 알 수 있는 기회를 제공한다. 대표적인 전시유물로는 충청남도 유형문화재 158호 금강암 비편(碑片)과 충청남도 시도민속문화재 32호 호서 옥마산 김부대왕지기 등 지정문화재가 있으며, 전시된 대부분의 유물이 보령지역에서 출토된 국가귀속유물이다. 그리고 60년대 보령거리 재현은 보령박물관의 색다른 볼거리이다.",,
관광/문화/체육,보령문화의전당,전시안내,갯벌생태과학관,갯벌생태과학관에 대해 알려줘,갯벌생태과학관 전시에 대해 설명해줘,"[갯벌생태과학관 소개]
갯벌생태과학관
보령하면 떠오르는 머드(MUD)의 우리말은 진흙, 갯벌을 말한다.
갯벌생태과학관은 보령 지역 최초의 과학관으로서 남녀노소 누구에게나 열린공간이며, 주 관람층은 어린이와 청소년이다.
과학관에서는 갯벌의 종류와 생성과정, 갯벌에 터를 잡고 사는 갯벌친구들, 보령갯벌과 이용방안, 상처 받은 갯벌의 보존 노력 등의 주제가 전시되고 있다.
갯벌놀이터와 다양한 영상자료를 통해 천혜자원 보령 갯벌과 나아가 전 세계 갯벌의 소중함을 일깨워주는 공간이다.",,
관광/문화/체육,보령문화의전당,전시안내,보령문학관,보령문학관에 대해 알려줘,보령문학관 전시에 대해 설명해줘,"[보령문학관 소개]
보령문학관
보령이 품어 낳은 문학인 이문희와 임영조!
보령문학관에서는 보령지역 출신 문학인 이문희 작가와 임영조 시인의 삶과 문학세계가 전시된다. 작가들은 지금 이 세상에 없지만 그들이 남긴 글이 작품이 되어 시대와 장소를 넘어 지금을 사는 우리에게 전해진다. 현대소설의 전형성을 제시해주었다는 평가를 받는 소설가 이문희는「흑맥 ( 黑麥 )」,「우기의 시」,「하아모니카의 계절」,「산바람」등의 대표작을 남겼다. 그의 문체는 채만식, 김유정에게 영향을 받고 윤홍길, 성석제 등으로 이어지는 한국의 전통소설 문장의 계보를 잇고 있다. 현대시의 깊은 맛과 향기로운 언어를 구사하여 많은 독자를 갖고 있던 임영조 시인은 시를 쓸 때, 내용보다 아름다움을 메시지보다 향기에 더 비중을 두어야 한다는 시론을 가졌다. 문학관에서는 그의 대표작품「목수의 노래」,「출항」,「바람이 남긴 은어」등을 글과 영상으로 만날 수 있다. 이외에도 보령지역 출신 문학인 최상규, 김성동, 권영민의 삶과 문학세계가 조명된다.",,
관광/문화/체육,보령문화의전당,전시안내,장암서예관,장암서예관에 대해 알려줘,장암서예관에 전시에 대해 설명해줘,"[장암서예관 소개]
장암서예관
보령 출신의 서예가인 장암 이곤순 선생의 작품 2,366점을 기증받아 세운 서예관이다.
장암 이곤순 선생은 1970~80년대 대전·충청 서예계의 기틀을 마련하고 그 중심에서 활동해왔으며, 일중 김충현 선생을 만나 사사받음으로써 한국 서예의 적통을 이어온 현대서단의 대표적인 서예가이다.
장암서예관은 충청남도의 서단뿐만 아니라 한국 서예계에서 주목할 만한 성과를 올린 장암선생이 독자적으로 추구해 온 작품세계와 활동 공적을 한 눈에 살펴볼 수 있도록 선생의 대표작과 근작들로 전시관을 조성하였고, 선비와는 뗄 수 없는 문방사우, 선생이 직접 조각한 전각자료까지 전시하여 볼거리를 더하였다.",,
관광/문화/체육,보령문화의전당,전시안내,기획전시,보령문화의전당 기획전시 알려주세요,"보령문화의전당 진행중인 기획전시 알려주세요
보령문화의전당 지난 기획전시 알려주세요","[보령문화의전당 기획전시 안내]
URL
<https://www.brcn.go.kr/culture/kor/display/all/list.do>",,
관광/문화/체육,보령문화의전당,교육,교육프로그램,보령문화의전당 교육프로그램 안내해주세요,"보령문화의전당 주말가족 교육프로그램 알려줘
보령문화의전당 학교연계 교육프로그램 알려줘
보령문화의전당 특별전연계 교육프로그램 알려줘","[보령문화의전당 교육프로그램 안내]
주말가족
URL
<https://www.brcn.go.kr/culture/kor/education/weekfam/list.do>
학교연계
URL
<https://www.brcn.go.kr/culture/kor/education/weekfam/schoollist.do>
특별전연계
URL
<https://www.brcn.go.kr/culture/kor/education/weekfam/freelist.do>",,
관광/문화/체육,보령문화의전당,교육,신청조회,교육프로그램 신청조회 하고싶어요,교육프로그램 신청조회 링크 알려줘,"[교육프로그램 신청조회 안내]
URL
<https://www.brcn.go.kr/culture/kor/phonecheck/weekfamlist.do>",,
관광/문화/체육,보령문화의전당,전당소개,유물 복제 및 열람안내,유물복제 및 열람 안내 해주세요,"유물복제 및 열람 하고 싶어요
유물복제 및 열람 가능한 사람은 누구인가요","[유물 복제의 정의]
보령박물관, 갯벌생태과학관, 보령문학관 소장품의 촬영, 실측 및 모사ㆍ사진자료 이용
[유물 복제 준수사항]
Policy 1
사용허가
신청서 제출
소장품 복제를 하고자 하는 사람은 복제일 5일 전까지 소장품 사용허가 신청서를 제출하여, 전당의 허가를 받아야 합니다.

Policy 2
출처 명시
증빙 제출
소장품 복제 자료를 이용할 경우에는 그 소장품의 출처를 명시하고, 그 증빙자료를 전당에 제출하셔야 합니다.

Policy 3
관계 공무원
지시사항 준수
소장품 복제를 하는 사람은 소장품의 안전관리를 위해 관계 공무원의 지시에 따라야 합니다.

Policy 4
목적 외 사용 불가
2차 복제 불가
소장품 복제자료는 허가된 목적 이외에는 사용할 수 없으며, 2차 복제는 불가능합니다.

Policy 5
소장품 및 기물
훼손 유의
소장품 복제를 하는 사람이 소장품 및 기타 시설이나 기물을 훼손하였을 때에는 그 손해를 배상하여야 합니다.

[유물 열람 대상]
보령박물관, 갯벌생태과학관, 보령문학관 소장품
[열람 가능한 사람]
공공기관, 교육기관, 학술기관 또는 연구단체 근무요원으로 문화, 학술연구의 목적이 분명한 사람
유물 열람은 균등한 열람 기회 보장을 위해 횟수 및 대상 수량, 시간 등을 제한할 수 있습니다.
[유물 열람 준수사항]
Policy 1
열람허가
신청서 제출
소장 유물 열람을 하고자 하는 사람은 열람허가 신청서와 구비서류를 함께 제출하여, 문화의전당의 허가를 받아야 합니다.

Policy 2
연구 목적
사진촬영 유의
열람 시 조명, 장비 등을 사용하지 않는 개인 연구 목적용 사진 촬영은 허용됩니다.

Policy 3
이용허가
신청서 제출
논문게재 등 출판에 사용할 사진은 별도의 소장품 이용허가 신청서를 제출하여 복제허가를 받은 이후에 사용 가능하며, 수수료를 납부하여야 합니다.

Policy 4
관계 공무원
지시사항 준수
열람자는 유물 취급 시 안전관리를 위해 관계 공무원의 지시에 따라야 합니다.

Policy 5
열람 유물 및 기물
훼손 유의
열람자가 열람 도중 유물 등을 훼손하였을 때에는 전당이 정하는 바에 따라 원상 수리, 복원 및 그 손해를 배상하여야 합니다.

[유물 소장품 이용료]
구분 기준 금액 비고
사진촬영 1점(1회) 10,000원 원본제공 출전기록 의무
사진자료 이용(원판 및 디지털 자료) 1매 10,000원 사본 표시 의무
사진 게재 1매 10,000원 원본제공 출전기록 의무
탁본 1매 10,000원 -
복제 또는 모사(실측) 1매 10,000원 -
[유물복제 및 열람 문의처]
업무내용 전화번호
소장유물 관리업무 (등록, 대여, 열람 등) 041-930-3446",,
관광/문화/체육,보령문화의전당,전당소개,유물 기증 안내,유물을 기증하고 싶어요 ,유물 기증하고 싶은데 문의처 알려주세요,"[유물 기증 안내]
보령문화의전당은 항상 여러분의
 기증·기탁을 기다리고 있습니다.
보령문화의전당은 인류가 남겨 놓은 가치 있는 문화유산을 보존하며 이를 연구, 전시 함으로써 문화창달에 힘쓰고 있습니다. 이를 위해 보령문화의전당 자체 유물 수급을 비롯하여, 함께 만드는 문화의전당을 위해 여러분들의 유물 기증을 기다리고 있습니다. 아울러 기증받은 유물을 영구히 보존하는데 최선을 다하고 있으며, 상설전시 및 기획전시 등을 통해 기증 유물를 공개하고 있습니다.

이렇듯 유물 기증은 그 자체로서 매우 뜻 깊은 것이며, 개인이 유물을 관리하면서 발생할 수 있는 도난, 망실, 훼손 등으로부터 유물을 보호하고, 공개 전시를 통해 유물의 가치를 더욱 빛나게 하는 소중한 일입니다.

보령문화의전당은 유물을 기증하신 분들의 높은 뜻을 기리고자 여러 노력을 하고 있습니다. 기증증서 수여 및 기증 유물 특별전 개최, 도록 발간 등을 통해 보령시민들에게 더 나아가 국민들에게 유물 기증을 널리 홍보하고 있습니다.

유물 기증 문의처
유물 기증을 원하시는 분은 아래 문의처로 연락해 주시기 바랍니다.

주소 : 충남 보령시 대흥로 63 (대천동 340-2) 보령문화의전당
문의 :041-930-3446

",,
관광/문화/체육,보령문화의전당,전당소개,조직 및 업무,문화의 전당 팀 연결해주세요,문화의전당 팀 문의하고 싶은데요,"[문화의전당 조직 및 업무 안내]
문화의전당팀
테이블 제목 : 테이블 상세 명세(서술형)
**표**
성명 전화번호 주요업무
이지성 041-930-3400 ㆍ문화새마을과 업무총괄
이달우 041-930-3404 ㆍ문화의전당 업무총괄
김용섭 041-930-3431 ㆍ 보령문화의전당 및 부설주차장 시설관리
김혜진 041-930-3446 ㆍ박물관 특별・상설전시 기획 및 운영
ㆍ홍보 및 도록 발간
ㆍ박물관・과학관 학술조사 연구
ㆍ박물관 및 미술관 업무
박은영 041-930-3433 ㆍ대관업무
양유동 041-930-3434 ㆍ문화의전당 전기시설물 유지관리
최길용 041-930-3435 ㆍ보령문화의전당 청사방호
박상길 041-930-3436 ㆍ박물관 교육프로그램 기획 및 운영
권기남 041-930-3447 ㆍ박물관 종합안내 및 발권
ㆍ자원봉사 관리
오윤미 041-930-3437 ㆍ학술연구자료 및 도서 보관 관리
김재헌 041-930-3438 ㆍ유물수집 및 보존관리
채민선 041-930-3441 ㆍ유물수집 및 보존관리",,
관광/문화/체육,보령문화의전당,전당소개,오시는길,보령문화의전당 가는 길 알려주세요,"보령문화의전당 고속도로 이용 시 어떻게 가야하나요?
보령문화의전당 시내버스 이용 시 어떻게 가야하나요","[보령문화의전당 길 안내]
주소우) 33449 충청남도 보령시 대흥로 63 ( 대천동 340-2 ) 보령문화의전당

문의전화041-930-0932

FAX041-930-3449

철도 이용시
**표**
장항선철도
용산 → 대천역 (05:35 ~ 20:35 / 3시간 / 16회 운행)장항 → 대천역 (04:45 ~ 20:10 /1시간 / 18회 운행)군산 → 대천역(05:52 ~ 20:47/1시간/ 16회 운행)

고속도로 이용시
**표**
경부고속도로
천안 IC → 아산 → 홍성 → 보령유성 IC → 공주 → 청양 → 보령
서해안고속도로
대천IC→ 보령
경부고속도로, 호남고속도로지선
회덕JC → 유성IC → 공주 → 청양 → 보령
호남고속도로, 천안-논산간 고속도로
논산JC → 서 논산IC → 논산 → 부여 → 보령

시내버스 이용시
**표**
시내버스
버스터미널에서 시내(구역전) 버스노선 10~15분 배차
시외버스 이용시
시외버스
군산 → 보령 (07:05 ~ 20:30 / 14회 운행/ 직통 1시간소요, 경유 1시간30분 소요)대전 → 보령 (06:50 ~ 20:10 / 32회 운행 / 2시간 소요)서울(센트럴시티) → 보령(06:00~21:50/ 19회 운행 / 2시간 10분소요)",,
관광/문화/체육,보령문화예술회관,공연전시일정,공연일정,보령문화예술회관 공연일정 알려주세요,보령문화예술회관 공연일정 확인하고 싶어요,"[보령문화예술회관 공연일정 확인]
URL
<https://www.brcn.go.kr/art/schedule/sub01_01/art/S/all.do?culture=Y&searchYear=2021>",,
관광/문화/체육,보령문화예술회관,공연전시일정,전시일정,보령문화예술회관 전시일정 알려주세요,보령문화예술회관 전시일정 확인하고 싶어요,"[보령문화예술회관 전시일정확인]
URL
<https://www.brcn.go.kr/art/schedule/sub01_02/art/E/all.do>",,
관광/문화/체육,보령문화예술회관,티켓예매,예매안내,보령문화예술회관 예매안내 해주세요,보령문화예술회관 예매방법 알려주세요,"[보령문화예술회관 예매 안내]

티켓예매
URL
<http://brcn.moonhwain.net/>
온라인예매


보령문화예술회관 홈페이지에서 편리하게 예매하실 수 있습니다.

방문예매

보령문화예술회관 1층 티켓판매처
운영시간 평일 09:00 ~ 18:00 (단, 티켓오픈당일 13:00부터)
예매티켓 수령
예매티켓 수령

티켓판매일로부터 예매티켓 수령 가능
보령문화예술회관 1층 티켓판매처 (운영시간 평일 09:00 ~ 18:00)
공연당일의 경우 09:00부터 공연시작 30분까지 예매티켓 수령 가능
티켓 확인사항

본인 수령시 : 예매번호(SMS문자) 또는 신분증
타인 수령시 : 예매번호(SMS문자) 또는 수령자 신분증
예매좌석변경이미 결제된 좌석의 변경은 기존 예매를 취소하고 다시 예매를 하여야 합니다.
환불안내공연 1일전 17:00까지 환불이 가능하며 이후 시간 및 공연 당일에는 환불이 되지 않습니다.
기타 자세한 사항은 보령문화예술회관에 문의하세요.",,
