대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL),
,,,,근로자종합복지관_찾아오시는길,근로자종합복지관 찾아오는 길 알려주세요,근로자종합복지관 교통편 알려주세요,"[주소]
충남 보령시 남포면 용두욕장2길 40

[문의]
전화번호 041-933-4005, FAX 051-934-8137

[교통편]
교통편은  아래 URL에서 확인할 수 있습니다.
<LINK>
교통편
https://www.brsisul.or.kr/kor/sub01_05_04.do
근로자종합복지관 찾아오는 길 확인할 수 있습니다.",,
,,,체육/공원,성주풋살경기장_시설안내,성주풋살경기장 시설현황 알려줘,성주풋살경기장 시설현황 알고싶어요,"[시설현황]
위치: 보령시 성주면 성주산로 500
시설규모: 861㎡
시설비(준공): 223백만 원(1999)
주요시설: 풋살경기장 1식(인조잔디)",,
,,,,성주풋살경기장_이용안내,성주풋살경기장 이용안내 해주셍요,"성주풋살경기장 사용료 얼마에요?
성주풋살경기장 사용절차 알고싶어요","[사용료]
무료

[사용절차]
-주간 (09:00~18:00) : 청소년수련관 방문 -> 풋살장 이용대장 작성 -> 열쇠지참 -> 이용 후 열쇠반납
-야간(18시 이후) 및 휴일 : 청소년수련관 현관에 이용대장과 열쇠비치 -> 이용대장 작성 -> 열쇠지참 -> 이용 후 열쇠반납",,
,,,,생태공원 운동장 체육시설_시설안내,생태공원 운동장 체육시설 현황 알려줘,생태공원 운동장 체육시설 현황 알고싶어요,"[시설현황]
위치 : 보령시 대천방조제로 322
시설규모: 107m×70m
시설비(준공): 771백만원(2013)
주요시설: 유소년축구장 1식(인조잔디)",,
,,,,생태공원 운동장 체육시설_이용안내,생태공원 운동장 체육시설 이용안내 해주세요,"생태공원 운동장 체육시설 사용료 알고싶어요
생태공원 운동장 사용절차 알려줘","[사용료]
무료

[사용절차]
사용문의(041-931-1422) 후 체육시설사용(변경)허가 신청서 팩스 발송(041-934-1422)",,
,,,,대천해수욕장 스카이바이크 시설_시설안내,대천해수욕장 스카이바이크 시설 현황 안내 해주세요,대천해수욕장 스카이바이크 시설 현황 알려줘,"[대천해수욕장 스카이바이크]
""바다와 함께하는 환상의 코스!""
국내 최초의 해상 스카이바이크
대천해수욕장에서 대천항까지 왕복 2.3km에 이르는
바닷가 풍광을 즐기며 연인, 친구, 가족과 함께
멋진 추억 만들기 좋은 명품바이크

[시설현황]
위치 : 보령시 해수욕장10길 79
시설규모 : 선로 2.3km(왕복)
시설비(준공) : 5,300백만원(2015)
주요시설 : 바이크 40대, 매표소 2동",,
,,,,대천해수욕장 스카이바이크 시설_이용안내,대천해수욕장 스카이바이크 시설 이용안내 해주세요,"대천해수욕장 스카이바이크 이용요금 알려줘
대천해수욕장 스카이바이크 이용시간 알려줘
대천해수욕장 스카이바이크 휴무일은 언제야","[일반요금]
<IMAGE>
스키바이크 일반요금
https://chatbot1.blob.core.windows.net/%24web/247_1.png

[감면요금]
<IMAGE>
스키바이크 일반요금
https://chatbot1.blob.core.windows.net/%24web/247_2.png

[이용시간 안내]
-오전 10:00~12:00 / 오후 14:00~17:00
-휴무
매주 월요일(다만, 6월부터 8월까지는 무휴), 설날·추석날 당일
시설안전점검 및 수리를 위해 필요한 최소한의 기간
재해 등의 사유로 인하여 스카이바이크 시설을 운행 할 수 없을 때
그 밖의 스카이바이크의 효율적인 관리 및 운영을 위하여 관리자가 필요하다고 판단될 경우

[예약안내]
현장 발권(온라인 예약 불가)",,
,,,,보령종합체육관 볼링장_시설안내,보령종합체육관 볼링장 시설안내 해주세요,보령종합체육관 볼링장 시설현황 알려주세요,"[보령종합체육관 볼링장]
""시민의 건강 지킴이, 스포츠 메카!""
상쾌하게 스트레스를 풀고, 겨울 실내 운동도 즐기고~
보령시민의 여가를 책임질 생활체육 중심공간!

[시설현황]
위치 : 보령시 남포면 보령남로 339
시설규모 : 18레인
시설면적 : 1,580.71㎡(지하 1층)
부대시설 : 락커품, 프로샵, 휴게실 등",,
,,,,보령종합체육관 볼링장_이용안내,보령종합체육관 볼링장 이용안내 해주세요,"보령종합체육관 볼링장 이용요금 알려주세요
보령종합체육관 볼링장 감면요금 알려주세요
보령종합체육관 볼링장 이용시간 안내해주세요 ","[일반요금]
<IMAGE>
볼링장 일반요금
https://chatbot1.blob.core.windows.net/%24web/249_1.png

[감면요금]
<IMAGE>
볼링장 일반요금
https://chatbot1.blob.core.windows.net/%24web/249_2.png

[이용시간 안내]
-10:00 ~ 24:00(오전09:00 ~ 10:00 기기 및 레인정비)
-휴무
매주 월요일
설, 추석 당일
기타 대회 진행으로 인한 휴무(홈페이지 및 볼링장 내부 안내문 게시)
그 밖의 볼링장의 효율적인 관리 및 운영을 위하여 관리자가 필요하다고 판단될 경우

[예약안내]
예약불가

[대기안내]
주말 및 공휴일 오후는 이용자가 많아 대기시간이 적용 될 수 있습니다.",,
,,,,생태공원_시설안내,생태공원 시설안내 해주세요,생태공원 시설현황 알려주세요,"[생태공원]
혐오시설로 인식되고 있는 하수처리장에 생태체험 학습장이 조성돼 시민곁으로 가까이 다가서게 되었습니다. 하수종말처리장 주변부지 1만5900m㎡에 생태습지와 방향식물원, 야생초화원 등을 조성해 2009년 12월 15일부터 개방하였습니다. 보령의 특산물인 남포오석을 활용해 상징물을 곳곳에 배치하고 습지에는 각종어류도 양식하고 있어 수생과 육생이 조화로운 서식환경을 갖추고 있습니다. 이 외에도 소공연장과 각종 휴게시설을 갖춰 가족단위의 휴식과 체험학습장으로 각광을 받을 것으로 기대됩니다.

[시설현황]
위치:  보령시 대천방조제로 322(보령공공하수처리장 내)
시설면적 : 24,008㎡(생태공원1 : 20,651㎡, 생태공원2 : 3,357㎡)
총사업비 : 3,230백만 원(국비 1,615 / 도비 807 / 시비 808)
준공일 : 2009. 12. 15
시공업체 : 동성건설(주)
관리구분 : 보령시시설관리공단 위탁(신규)

[주요시설]
생태공원, 자연의 쉼터, 생태연못 등

[운영현황]
10. 05. 생태보전을 위하여 참게 2만 마리 및 금붕어 등 방생
지역주민의 휴식공간 제공을 위한 소 공연장 활용 홍보 추진
관내 초. 중. 고 학생의 견학을 통한 환경기초시설에 대한 인식 전환
생태학습장을 통한 환경사랑 및 생태환경 중요성 의식 제고",,
,,,,생태공원_이용안내,생태공원 이용안내 해주세요,"생태공원 이용료는 얼마에요
생태공원 이용 문의전화 알려주세요","[이용료]
무료

[문의전화]
환경시설1팀(041-931-1422)",,
,,,,생태공원_찾아오시는길,생태공원 찾아오는 길 알려주세요,"생태공원 위치 알려주세요
생태공원 교통편 안내해주세요","[주소]
충남 보령시 대천방조제로 322(보령공공하수처리장 내)

[문의상담]
환경보호과 환경관리담당 (041-930-3331)
",,
,,,환경기초,보령가축분뇨처리시설_시설안내,보령가축분뇨처리시설 안내 해주세요,"보령가축분뇨처리시설 일반현황 알려주세요

보령가축분뇨처리시설 운영현황 알려주세요
","[보령가축분뇨처리시설]
보령시 일원의 축산농가에서 발생하고 있는 (신고대상농가 55호 2009년 12월 기준) 오수, 분뇨 및 축산폐수처리에 관한 법률에 의거한 축산폐수공공처리시설을 설치운영함으로써 보령시 일원에서 발생하는 축산폐수를 보다 경제적이고  효율적인 처리를 하여 보령시의 수질오염방지 및 쾌적한 지역 환경을 조성하여 시민보건향상과 자연환경을 보존하기 위한 시설입니다.

[일반현황]
<IMAGE>
일반현황
https://chatbot1.blob.core.windows.net/%24web/253.png

[운영현황]
<IMAGE>
운영현황
https://chatbot1.blob.core.windows.net/%24web/253_2.png

[사업의 효과]
<IMAGE>
사업 효과
https://chatbot1.blob.core.windows.net/%24web/253_3.png",,
,,,,보령가축분뇨처리시설_찾아오시는길,보령가축분뇨처리시설 찾아오는길 안내 해주세요,"보령가축분뇨처리시설 위치 알려주세요
보령가축분뇨처리시설 교통편 알려주세요
","[위치안내]
주소 충남 보령시 천북면 삼산농현길 246

[문의상담]
041-641-1402

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 천수만교 방면
06:50∼22:00까지 일일 30회 운행(10km/20분)

시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,보령공공하수시설_시설안내,보령공공하수시설 시설안내 해주세요,"보령공공하수시설 시설현황 알려주세요
보령공공하수시설 관리 및 운영현황 알려주세요","[보령공공하수처리시설]
안전하고 쾌적한 시설 환경 조성을 위해 강에서 취수된 물은 우리들의 생활과 공장 등에서 사용하며, 사용된 물은 바다와 강으로 유입되고 바다의 물은 증발하여 구름을 만들고 구름은 비가 되어 내립니다. 이를 물의 순환이라고 하며, 하수처리장은 이 물의 순환시스템 중에서 우리들이 사용한 더러워진 물을 깨끗하게 처리하여 강과 바다로 되돌려 보내는 매우 큰 역할을 수행하고 있습니다.
처리시설의 안정적이고 효율적인 운영으로 방류수 수질기준 준수, 시설운영의 최적화를 도모하여 경쟁력 있는 사업장 구현을 위해 관리지침의 운전방법으로 적정하게 관리하여 시설물의 처리 기능을 충분히 발휘시키고 손상시키지 않도록 함과 동시에 시설을 보전시키기 위해 최신설비장비로 체계적인 관리를 수행하고 있습니다.

[시설현황]
위치 보령시 대천방조제로 322
처리용량 30,000톤/일
면적 부지면적 92,600㎡(28,000평) /
건축면적 : 4,620㎡(1,398평) 처리공법 표준활성슬러지 + SDPR공법(고도처리공법)
공사기간 1997. 9. 18 ~ 2001. 8. 25 총사업비 651억원(국비 275억 / 도비 77억 / 시비 174억)
처리구역 5.33㎢(보령시 대천1.2.3.4동지역, 주교면 신대리 일원)
보령처리구역이미지이며, 대천처리분구, 주교처리분구, 동재처리분구, 궁촌처리분구, 명천처리분구의 보령처리구역을 표시하고있다.",,
,,,,보령공공하수시설_찾아오시는길,보령공공하수시설 찾아오는 길 알려주세요,"보령공공하수시설 주소 알려주세요
보령공공하수시설 교통편안내해주세요","[주소]
충남 보령시 대천방조제로 322

[문의상담]
041-936-1434

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 하수종말처리장 방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,보령분뇨처리시설_시설안내,보령분뇨처리시설 시설안내 해주세요,"보령분뇨처리시설에 대해 알려주세요
보령분뇨처리시설 일반현황 알려주세요","[보령분뇨처리시설]
분뇨를 정화하여 대천천에서 서해로 되돌려 보냄으로 수계의 안정화에 기여하고 있습니다. 분뇨는 발생량이 비해 오염부하량이 크기 때문에 미처리시에는 하천의 부영양화 등 많은 문제를 발생시키게 되므로 안정적인 처리를 통해 깨끗한 물을 공급하고 있습니다.

[시설전경]
처리시설의 안정적이고 효율적인 운영으로 방류수 수질기준 준수, 시설운영의 최적화를 도모하여 경쟁력 있는 사업장 구현을 위해 관리지침의 운전방법으로 적정하게 관리하여 시설물의 처리 기능을 충분히 발휘시키고 손상시키지 않도록 함과 동시에 시설을 보전시키기 위해 최신설비장비로 체계적인 관리를 수행하고 있습니다.
",,
,,,,보령분뇨처리시설_찾아오시는길,보령분뇨처리시설 찾아가는 길 알려주세요,"보령분뇨처리시설 위치 알려주세요
보령분뇨처리시설 교통편 알려주세요","[주소]
충남 보령시 대천방조제로 322(보령공공하수처리장 내)

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 하수종말처리장 방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,배수펌프장3개소 대천_시설안내,대천배수펌프장 시설안내 해주세요,"대천배수펌프장 현황 알려주세요
대천 배수펌프장 면적 알려주세요","[대천배수펌프시설]
최근 심화되는 지구 온난화 현상으로 국지성 집중호우가 자주 내리므로 사전에 배수시설물에 대한 점검 및 철저한 준비로 피해 지역에 대한 신속한 대응체계 구축을 통해 피해를 예방하고 재난예방활동 및 방재 시설물관리에 최선을 다하여 소중한 시민의 생명과 재산의 피해 최소화를 도모하고 시민에게 안전한 생활을 영위할 수 있도록 시설관리에 만전을 기하고 있습니다.

[일반현황]
위치 보령시 대천방조제로 6
시설년도 1989년
부지면적 2,453㎡ 건축면적 지상1층(기계실) 208㎡, 지상2층(관리실) 39㎡
유역면적 60㏊(1,250가구 5,625명)
최대토출량 Q=18,000㎥/hr",,
,,,,배수펌프장3개소 대천_찾아오시는길,대천배수펌프장 찾아오는길 알려주세요,"대천배수펌프장 위치 알려주세요
대천배수펌프장 교통편 알려주세요","[주소]
충남 보령시 대천방조제로 6

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 대천역 방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,배수펌프장3개소 궁촌_시설안내,궁촌배수펌프장 시설안내 해주세요,"궁촌배수펌프장 일반현황 알려주세요
궁촌배수펌프장 현황도 알려줘","[궁촌배수펌프시설]
최근 심화되는 지구 온난화 현상으로 국지성 집중호우가 자주 내리므로 사전에 배수시설물에 대한 점검 및 철저한 준비로 피해 지역에 대한 신속한 대응체계 구축을 통해 피해를 예방하고 재난예방활동 및 방재 시설물관리에 최선을 다하여 소중한 시민의 생명과 재산의 피해 최소화를 도모하고 시민에게 안전한 생활을 영위할 수 있도록 시설관리에 만전을 기하고 있습니다.

[일반현황]
위치 충남 보령시 대해로 109
시설년도 2006년
부지면적 656㎡ 건축면적 지상1층(기계실) 91.2㎡, 지상2층(관리실)21.5㎡
유역면적 6㏊(748가구 2,076명)
최대토출량 Q=4,800㎥/hr",,
,,,,배수펌프장3개소 궁촌_찾아오시는길,궁촌배수펌프장 찾아가는 길 안내 해주세요,"궁촌배수펌프장 위치 알려주세요
궁촌배수펌프장 교통편안내 해주세요","[주소]
충남 보령시 대해로 109

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 보령경찰서 방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,배수펌프장3개소 동대_시설안내,동대배수펌프시설 시설안내 해주세요,"동대배수펌프시설 일반현황 알려주세요
동대배수펌프시설 시설현황 알려주세요
동대배수펌프시설 현황도 알려주세요","[동대배수펌프시설]
최근 심화되는 지구 온난화 현상으로 국지성 집중호우가 자주 내리므로 사전에 배수시설물에 대한 점검 및 철저한 준비로 피해 지역에 대한 신속한 대응체계 구축을 통해 피해를 예방하고 재난예방활동 및 방재 시설물관리에 최선을 다하여 소중한 시민의 생명과 재산의 피해 최소화를 도모하고 시민에게 안전한 생활을 영위할 수 있도록 시설관리에 만전을 기하고 있습니다.

[일반현황]
위치 충남 보령시 천변남길 291
시설년도 1997년
부지면적 250㎡ 건축면적 지상1층(기계실) 91.2㎡, 지상1층(관리실) 21.5㎡
유역면적 6㏊(600가구 1,650명)
최대토출량 Q=2,600㎥/hr",,
,,,,배수펌프장3개소 동대_찾아오시는길,동대배수펌프시설 찾아오는길 안내 해주세요,"동대배수펌프시설 위치 알려주세요
동대배수펌프시설 교통편안내 해주세요
","[주소]
충남 보령시 천변남길 291

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 보령경찰서 방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,웅천공공하수처리시설_시설안내,웅천공공하수처리시설 안내 해주세요,웅천공공하수처리시설 시설현황 알려주세요,"[웅천공공하수처리시설]
보령시 웅천읍 일원의 공공수역 수질개선 및 지역 주민의 생활환경 개선을 목적으로 설치되었습니다. 안전하고 쾌적한 시설 환경 조성을 위해 강에서 취수된 물은 우리들의 생활과 공장 등에서 사용하며, 사용된 물은 바다와 강으로 유입되고 바다의 물은 증발하여 구름을 만들고 구름은 비가 되어 내립니다. 이를 물의 순환이라고 하며, 하수처리장은 이 물의 순환시스템 중에서 우리들이 사용한 더러워진 물을 깨끗하게 처리하여 강과 바다로 되돌려 보내는 매우 큰 역할을 수행하고 있습니다.

[시설전경]
처리시설의 안정적이고 효율적인 운영으로 방류수 수질기준 준수, 시설운영의 최적화를 도모하여 경쟁력 있는 사업장 구현을 위해 관리지침의 운전방법으로 적정하게 관리하여 시설물의 처리 기능을 충분히 발휘시키고 손상시키지 않도록 함과 동시에 시설을 보전시키기 위해 최신설비장비로 체계적인 관리를 수행하고 있습니다.

[시설현황]
위치 충남 보령시 웅천읍 대창증산로 8-69
부지면적 12,870㎡
처리구역 182.94ha(11개리 대창 1~9리, 대천 1~2리)
시설용량 1,500 ㎥/일
차집관거 6.261㎞ 사업비 162억원(국비 8,586, 양여금 2,284, 지방비 5,329)
사업기간 2004. 10. 6 ~ 2007. 11. 12
시공사 동신건설(주), (주)지성엔지니어링
처리공법 SMMIAR(완전침지형회전매체)
수탁비 239,501천원(2010년도)
",,
,,,,웅천공공하수처리시설_찾아오시는길,웅천공공하수처리시설 찾아가는 길 알려주세요,"웅천공공하수처리시설 위치 안내 해주세요
웅천공공하수처리시설 교통편 안내 해주세요","[주소]
충남 보령시 웅천읍 대창증산로 8-69

[문의상담]
041-932-9158

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 웅천체육공원방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,무창포공공하수처리시설_시설안내,무창포공공하수처리시설 시설안내 해주세요,무창포공공하수처리시설 시설현황 알려주세요,"[무창포공공하수처리시설]
보령시 무창포 일원의 공공수역 수질개선 및 지역 주민의 생활환경 개선을 목적으로 설치되었습니다. 안전하고 쾌적한 시설 환경 조성을 위해 강에서 취수된 물은 우리들의 생활과 공장 등에서 사용하며, 사용된 물은 바다와 강으로 유입되고 바다의 물은 증발하여 구름을 만들고 구름은 비가 되어 내립니다. 이를 물의 순환이라고 하며, 하수처리장은 이 물의 순환시스템 중에서 우리들이 사용한 더러워진 물을 깨끗하게 처리하여 강과 바다로 되돌려 보내는 매우 큰 역할을 수행하고 있습니다.

[시설전경]
처리시설의 안정적이고 효율적인 운영으로 방류수 수질기준 준수, 시설운영의 최적화를 도모하여 경쟁력 있는 사업장 구현을 위해 관리지침의 운전방법으로 적정하게 관리하여 시설물의 처리 기능을 충분히 발휘시키고 손상시키지 않도록 함과 동시에 시설을 보전시키기 위해 최신설비장비로 체계적인 관리를 수행하고 있습니다.

[시설현황]
위치 충남 보령시 웅천읍 열린바다로 375
부지면적 8,139㎡
처리구역 0.27ha(무창포해수욕장, 독산리 일부)
시설용량 1,600 ㎥/일
차집관거 2.737㎞ 사업비 39억원
사업기간 2001. 10. ~ 2005. 09. 시공사 (주)서진
처리공법 ICEAS-SBR(연속회분식법) 수탁비 143,718천원(2010년도)
",,
,,,,무창포공공하수처리시설_찾아오시는길,무창포공공하수처리시설 찾아오는 길 알려주세요,"무창포공공하수처리시설 위치 안내 해주세요
무창포공공하수처리시설 교통편안내 해주세요","[주소]
충남 보령시 웅천읍 열린바다로 375

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 무창포항방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,성주공공하수처리시설_시설안내,성주공공하수처리시설 안내 해주세요,"성주공공하수처리시설 시설현황 알려주세요
성주공공하수처리시설 처리계통도 알려주세요
성주공공하수처리시설 주요설비현황 알려주세요","[성주공공하수처리시설]
보령댐 일원의 공공수역 수질개선을 목적으로 설치 되었습니다. 안전하고 쾌적한 시설 환경 조성을 위해 강에서 취수된 물은 우리들의 생활과 공장 등에서 사용하며, 사용된 물은 바다와 강으로 유입되고 바다의 물은 증발하여 구름을 만들고 구름은 비가 되어 내립니다. 이를 물의 순환이라고 하며, 하수처리장은 이 물의 순환시스템 중에서 우리들이 사용한 더러워진 물을 깨끗하게 처리하여 강과 바다로 되돌려 보내는 매우 큰 역할을 수행하고 있습니다.

[시설현황]
위치 충남 보령시 성주면 지게골길 92-142
부지면적 1,782.21㎡
처리구역 34ha(성주 1~8리, 개화리 일부)
시설용량 700 ㎥/일
차집관거 11.784㎞ 사업비 30억원(지방비 30)
사업기간 2000. 1. ~ 2000. 12.
시공사 성진건설(주)
처리공법 ICEAS-SBR(연속회분식법)
수탁비 84,971천원(2010년도)",,
,,,,성주공공하수처리시설_찾아오시는길,성주공공하수처리시설 찾아가는 길 알려주세요,"성주공공하수처리시설 위치알려주세요
성주공공하수처리시설 교통편안내 해주세요","[주소]
충남 보령시 성주면 지게골길 92-142

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 개화예술공원방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,슬러지건조시설_시설안내,슬러지건조시설 안내 해주세요,"슬러지건조시설 시설현황 알려주세요
슬러지건조시설 기대효과 알려주세요","[슬러지건조시설]
보령시민들이 배출해 8개 공공하수처리장에서 발생되는 하루 15~17톤의 하수슬러지를 2톤정도의 건조물로 재생해 에너지자원으로 재활용 목적으로 설비되었습니다. 이제까지는 하수슬러지를 건조해서 소각하는 방식으로하는 처리시설을 이용했으나, 슬러지건조시설은 건조물로 재생하는 방식으로 시설되었습니다. 이 건조물을 (주)한국중부발전 보령화력에서 화력발전소의 보조연료로 사용토록 하기 위해 수요·공급협약을 체결할 예정입니다. 본 시설이 본격적으로 가동되면 하수슬러지를 대체에너지로 재활용해 예산절감 효과와 지구온난화의 주범인 이산화탄소 감축효과를 기대할 수 있습니다.

[시설현황]
위치 보령시 대천방조제로 322(보령공공하수처리장 내) 면적
부지면적1816㎡(549평), 건축면적817㎡(247평)
처리용량 20톤/일 총사업비 5,800백만원(국비 : 4,000, 시비 : 1,800)
준공일 2009. 12. 25 시공업체 (주)서진산업
관리구분 '10. 01. 01 보령시시설관리공단 위탁(신규)",,
,,,,슬러지건조시설_찾아오시는길,슬러지건조시설 찾아가는길 안내해주세요,"슬러지건조시설 주소 알려주세요
슬러지건조시설 위치 알려주세요
슬러지건조시설 교통편안내 해주세요","[주소]
충남 보령시 대천방조제로 322(보령공공하수처리장 내)

[문의상담]
041-931-1422

[교통편안내]
시내버스
대천역앞 시내버스 승강장에서 하수종말처리장방면
06:50∼22:00까지일일30회운행(10km/20분)
시외버스
서울 -> 보령
(06:40 ~ 19:30 / 2시간∼3시간 10분소요 / 32회 운행)
대전 -> 보령
(06:00 ~ 19:30 / 1시간 50분소요 ∼2시간 40분 / 54회 운행)
군산 -> 보령
(07:05 ~ 20:00 / 1시간 30분소요 / 14회 운행)",,
,,,,위생매립장 침출수처리시설_시설안내,위생매립장 침출수처리시설 안내 해주세요,위생매립장 침출수처리시설 현황 알고싶어요,"[위생매립장 침출수처리시설]
보령시민들이 배출하는 생활폐기물을 처리하기 위한 보령시 생활폐기물 종합처리장 내에 설치되어 생활폐기물 위생매립장에서 발생되는 침출수와 음식물 처리시설에서 발생되는 음식물탈리액을 보령공공하수처리시설에 연계처리하기 위한 전처리시설로 침출수와 음식물탈리액을 안정적, 위생적, 효율적으로 처리하여 직·간접적인 환경오염을 최소화함으로써 보령시의 쾌적한 생활환경 보전 및 시민의 보건 위생 향상을 도모하기 위한 시설입니다.

[시설현황]
위치 해안로 543 시설비(준공) 20,643백만원(1999)
시설규모 처리량 : 150㎥/일 처리방식 폭기식라군법(하수 연계처리)",,
,,,소통마당,고객의소리,보령시시설관리공단 고객의 소리 건의하고 싶어요,보령시시설관리공단 건의하고 싶은게 있는데요,"[소통마당]
보령시시설관리공단은 시민의 소리에 귀를 귀울이겠습니다. 공단관련 시설문의사항, 고충 등 의견에 대하여 답변을 드리겠습니다.

<LINK>
소통마당
https://www.brsisul.or.kr/kor/bbs/BBSMSTR_000000000010/lst.do
보령시 시설관리공단에 건의할 수 있습니다. ",,
,,,,자주하는질문,보령시시설관리공단 자주하는질문 알려주세요,보령시시설관리공단 자주하는질문게시판 알려주세요,"[자주하는질문]
보령시시설관리공단은 시민의 소리에 귀를 귀울이겠습니다.자주 할 수 있는 질문을 확인하시려면 아래 URL에서 확인할 수 있습니다..

<LINK>
자주하는 질문
https://www.brsisul.or.kr/kor/bbs/BBSMSTR_000000000011/lst.do
자주하는 질문",,
,,,,불편사항신고,보령시시설관리공단 불편사항신고 하고싶어요,보령시시설관리공단 불편사항 말하고싶어요 ,"[불편사항 신고]
보령시시설관리공단은 시민의 소리에 귀를 귀울이겠습니다. 공단관련 불편사항에 대한 신고를 받습니다.

<LINK>
불편사항신고
https://www.brsisul.or.kr/kor/bbs/BBSMSTR_000000000012/lst.do
불편사항을 신고할 수 있습니다.",,
,,,,클린신고센터,보령시시설관리공단 클린신고센터 알려주세요,"보령시시설관리공단 클린신고센터 있나요
보령시시설관리공단 상담번호 알려주세요","[클린신고센터]
공단시설 이용 시 발견하신 각종 법령위반 및 부당 요구 등에 대하여 신고해 주시면 공단 감사부서에서 신속히 처리하도록 하겠습니다.

[문의처]
상담을 원하시는 경우, 전략기획팀으로 연락주시면 친절하게 상담하여 드립니다.
상담전화 : 041-936-1422

<LINK>
클린신고센터 신고하기
https://www.brsisul.or.kr/kor/bbs/BBSMSTR_000000000013/wrt.do
신고할 수 있는 링크로 연결됩니다.

<LINK>
클린신고센터 처리결과
https://www.brsisul.or.kr/kor/bbs/BBSMSTR_000000000013/lst.do
신고 처리 결과를 확인할 수 있는  링크로 연결됩니다.",,
,,,공단소개,조직안내,보령시시설관리공단 조직안내 해주세요,보령시시설관리공단 전략기회팀  연결해주세요,"[공단 조직도]
공단 조직도 및 직원 확인은 아래 URL에서 할 수 있습니다.

<LINK>
공단 조직도
https://www.brsisul.or.kr/kor/organization/list.do
공단 조직도 및 직원을 확인할 수 있습니다.",,
